Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Проект дома №63-42MA: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MA.jpg,Каркасные дома,,"Проект дома №63-42MA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 144,66 м²; 2 этажа; габариты 9×14.36 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5060_63-42ma_estimate&utm_term=karkasnye-doma,,"проект дома 63-42MA, проект №63-42MA, Каркасные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 144,66 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42MAKB: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MAKB.jpg,Каркасные дома,,"Проект дома №63-42MAKB. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 140,45 м²; 3 этажа; габариты 6.5×10 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MAKB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5061_63-42makb_changes&utm_term=karkasnye-doma,,"проект дома 63-42MAKB, проект №63-42MAKB, Каркасные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 140,45 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42MBA: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MBA.jpg,Готовые проекты домов,,"Проект дома №63-42MBA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 173,3 м²; 2 этажа; габариты 6.86×12.04 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MBA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5062_63-42mba_plans&utm_term=gotovye-proekty-domov,,"проект дома 63-42MBA, проект №63-42MBA, Готовые проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 173,3 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
"Проект дома №63-42MBL: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MBL.jpg,Двухэтажные дома,,"Проект дома №63-42MBL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 123,06 м²; 2 этажа; габариты 7.4×12.24 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MBL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5063_63-42mbl_compare&utm_term=dvuhetazhnye-doma,,"проект дома 63-42MBL, проект №63-42MBL, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 123,06 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42MF: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MF.jpg,Проекты домов с визуализациями,,"Проект дома №63-42MF. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 124 м²; 2 этажа; габариты 9×11 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MF?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5064_63-42mf_site&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 63-42MF, проект №63-42MF, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 124 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42MFA: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42MFA.jpg,Каркасные дома,,"Проект дома №63-42MFA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 122,5 м²; 2 этажа; габариты 9×11 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42MFA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5065_63-42mfa_facades&utm_term=karkasnye-doma,,"проект дома 63-42MFA, проект №63-42MFA, Каркасные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 122,5 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42N: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42N.jpg,Дома в стиле хай-тек,,"Проект дома №63-42N. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 193,59 м²; 2 этажа; габариты 17.51×16.06 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42N?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5066_63-42n_estimate&utm_term=doma-v-stile-hay-tek,,"проект дома 63-42N, проект №63-42N, Дома в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 193,59 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42NA: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42NA.jpg,Двухэтажные дома,,"Проект дома №63-42NA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 165,21 м²; 2 этажа; габариты 13.06×15.16 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42NA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5067_63-42na_changes&utm_term=dvuhetazhnye-doma,,"проект дома 63-42NA, проект №63-42NA, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 165,21 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42NAB: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42NAB.jpg,Дома из газобетона,,"Проект дома №63-42NAB. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 136,56 м²; 2 этажа; габариты 8.76×15.26 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42NAB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5068_63-42nab_plans&utm_term=doma-iz-gazobetona,,"проект дома 63-42NAB, проект №63-42NAB, Дома из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 136,56 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект дома №63-42NAD: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42NAD.jpg,Дома в стиле хай-тек,,"Проект дома №63-42NAD. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 165,21 м²; 2 этажа; габариты 13.16×16.46 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42NAD?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5069_63-42nad_compare&utm_term=doma-v-stile-hay-tek,,"проект дома 63-42NAD, проект №63-42NAD, Дома в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 165,21 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42NB: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42NB.jpg,Готовые проекты домов,,"Проект дома №63-42NB. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 255,85 м²; 2 этажа; габариты 14.56×18.06 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42NB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5070_63-42nb_site&utm_term=gotovye-proekty-domov,,"проект дома 63-42NB, проект №63-42NB, Готовые проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 255,85 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42P: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42P.jpg,Проекты домов с визуализациями,,"Проект дома №63-42P. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 133,98 м²; 2 этажа; габариты 9.5×14.6 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42P?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5071_63-42p_facades&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 63-42P, проект №63-42P, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 133,98 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42T: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42T.jpg,Дома в стиле хай-тек,,"Проект дома №63-42T. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 108,69 м²; 2 этажа; габариты 8.36×12.03 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42T?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5072_63-42t_estimate&utm_term=doma-v-stile-hay-tek,,"проект дома 63-42T, проект №63-42T, Дома в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 108,69 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42TAL: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42TAL.jpg,Проекты домов с визуализациями,,"Проект дома №63-42TAL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 123,67 м²; 2 этажа; габариты 7.82×11.12 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42TAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5073_63-42tal_changes&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 63-42TAL, проект №63-42TAL, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 123,67 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42W: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42W.jpg,Двухэтажные дома,,"Проект дома №63-42W. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 173,71 м²; 2 этажа; габариты 10.5×13.08 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42W?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5074_63-42w_plans&utm_term=dvuhetazhnye-doma,,"проект дома 63-42W, проект №63-42W, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 173,71 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект дома №63-42X: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42X.jpg,Дома до 120 м²,,"Проект дома №63-42X. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 108,72 м²; 2 этажа; габариты 7.96×13.46 м; стены — деревянный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42X?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5075_63-42x_compare&utm_term=doma-do-120-m,,"проект дома 63-42X, проект №63-42X, Дома до 120 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 108,72 м², дом деревянный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42YMA: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42YMA.jpg,Фасады домов,,"Проект дома №63-42YMA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 148,72 м²; 2 этажа; габариты 7.38×13.58 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42YMA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5076_63-42yma_site&utm_term=fasady-domov,,"проект дома 63-42YMA, проект №63-42YMA, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 148,72 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42YMK: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-42YMK.jpg,Фасады домов,,"Проект дома №63-42YMK. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 152,09 м²; 2 этажа; габариты 7.5×13.7 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-42YMK?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5077_63-42ymk_facades&utm_term=fasady-domov,,"проект дома 63-42YMK, проект №63-42YMK, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 152,09 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-47: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-47.jpg,Двухэтажные дома,,"Проект дома №63-47. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 99,25 м²; 2 этажа; габариты 5.4×15 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-47?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5078_63-47_estimate&utm_term=dvuhetazhnye-doma,,"проект дома 63-47, проект №63-47, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 99,25 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-74B: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-74B.jpg,Дома 200–300 м²,,"Проект дома №63-74B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 240,33 м²; 2 этажа; габариты 10.77×20.23 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-74B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5079_63-74b_changes&utm_term=doma-200-300-m,,"проект дома 63-74B, проект №63-74B, Дома 200–300 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 240,33 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-74D: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-74D.jpg,Готовые проекты домов,,"Проект дома №63-74D. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 306,5 м²; 2 этажа; габариты 10.65×25.71 м; стены — монолитный каркас; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-74D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5080_63-74d_plans&utm_term=gotovye-proekty-domov,,"проект дома 63-74D, проект №63-74D, Готовые проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 306,5 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
"Проект дома №63-75: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-75.jpg,Дома из газобетона,,"Проект дома №63-75. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 88,98 м²; 2 этажа; габариты 8.3×9.6 м; стены — газобетон; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-75?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5081_63-75_compare&utm_term=doma-iz-gazobetona,,"проект дома 63-75, проект №63-75, Дома из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 88,98 м², дом газобетон, дом европейский, catalog-plans.ru"
Проект дома №63-79DL: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-79DL.jpg,Дома в стиле Райта,,"Проект дома №63-79DL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 381,56 м²; 2 этажа; габариты 15.35×19.9 м; стены — газобетон; стиль — стиль Райта. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-79DL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5082_63-79dl_site&utm_term=doma-v-stile-rayta,,"проект дома 63-79DL, проект №63-79DL, Дома в стиле Райта, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 381,56 м², дом газобетон, дом стиль Райта, catalog-plans.ru"
Проект дома №63-90AK3L: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-90AK3L.jpg,Проекты домов с визуализациями,,"Проект дома №63-90AK3L. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 186,26 м²; 2 этажа; габариты 11×15.32 м; стены — монолитный каркас; стиль — стиль Райта. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-90AK3L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5083_63-90ak3l_facades&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 63-90AK3L, проект №63-90AK3L, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 186,26 м², дом монолитный каркас, дом стиль Райта, catalog-plans.ru"
Проект дома №63-95WABB: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-95WABB.jpg,Фасады домов,,"Проект дома №63-95WABB. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 266,51 м²; 2 этажа; габариты 14.55×17.15 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-95WABB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5084_63-95wabb_estimate&utm_term=fasady-domov,,"проект дома 63-95WABB, проект №63-95WABB, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 266,51 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №64-24B: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/64-24B.jpg,Дома в стиле хай-тек,,"Проект дома №64-24B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 255,07 м²; 2 этажа; габариты 14.9×16.55 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/64-24B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5085_64-24b_changes&utm_term=doma-v-stile-hay-tek,,"проект дома 64-24B, проект №64-24B, Дома в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 255,07 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №64-26B: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/64-26B.jpg,Современные дома,,"Проект дома №64-26B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 150,14 м²; 1 этаж; габариты 11.5×16.5 м; стены — газобетон; стиль — современный. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/64-26B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5086_64-26b_plans&utm_term=sovremennye-doma,,"проект дома 64-26B, проект №64-26B, Современные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 150,14 м², дом газобетон, дом современный, catalog-plans.ru"
"Проект дома №64-45: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/64-45.jpg,Проекты домов с визуализациями,,"Проект дома №64-45. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 181,99 м²; 2 этажа; габариты 13.6×9.9 м; стены — газобетон; стиль — стиль Райта. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/64-45?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5087_64-45_compare&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 64-45, проект №64-45, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 181,99 м², дом газобетон, дом стиль Райта, catalog-plans.ru"
Проект дома №65-01: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/65-01.jpg,Дома до 120 м²,,"Проект дома №65-01. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 116,73 м²; 1 этаж; габариты 9.4×17.55 м; стены — газобетон; стиль — современный. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/65-01?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5088_65-01_site&utm_term=doma-do-120-m,,"проект дома 65-01, проект №65-01, Дома до 120 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 116,73 м², дом газобетон, дом современный, catalog-plans.ru"
